epoch,train_loss,global_test_acc,global_test_loss,personal_apa,personal_loss,core_clean_ratio,recover_ratio,train_ratio,agreement_ratio,recovery_trigger,score_count,core_count,recover_count,new_recover_count,recover_pool_count,train_count,total_count,actual_train_clean_count,actual_round_clean_count,missed_clean_count,false_clean_count,total_wrong_count,actual_train_clean_ratio,clean_recall,recover_true_clean_count,recover_false_clean_count,recover_precision,new_recover_true_clean_count,new_recover_false_clean_count,new_recover_precision,recover_pool_true_clean_count,recover_pool_false_clean_count,recover_pool_precision
16,1.589586,35.820000,2.006039,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14508,14508,0,10492,10492,0.580320,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
17,1.557472,36.530000,2.002956,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14772,14772,0,10228,10228,0.590880,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
18,1.547438,37.690000,1.992564,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14644,14644,0,10356,10356,0.585760,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
19,1.490058,37.110000,1.989909,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15372,15372,0,9628,9628,0.614880,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
20,1.605274,36.710000,2.002852,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,13976,13976,0,11024,11024,0.559040,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
21,1.444999,35.680000,1.990897,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15836,15836,0,9164,9164,0.633440,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
22,1.501512,36.770000,1.991316,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15064,15064,0,9936,9936,0.602560,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
23,1.453471,36.920000,1.983542,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15352,15352,0,9648,9648,0.614080,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
24,1.501348,37.110000,1.966887,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14924,14924,0,10076,10076,0.596960,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
25,1.504407,38.550000,1.960744,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15236,15236,0,9764,9764,0.609440,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
26,1.537906,38.080000,1.963099,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14680,14680,0,10320,10320,0.587200,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
27,1.458099,35.430000,1.984288,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15732,15732,0,9268,9268,0.629280,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
28,1.461195,39.220000,1.961367,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15304,15304,0,9696,9696,0.612160,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
29,1.554264,34.890000,1.996455,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14700,14700,0,10300,10300,0.588000,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
30,1.533044,37.190000,1.982920,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14480,14480,0,10520,10520,0.579200,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
31,1.402407,39.590000,1.957557,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15816,15816,0,9184,9184,0.632640,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
32,1.629337,35.530000,1.979595,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,13668,13668,0,11332,11332,0.546720,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
33,1.603940,36.700000,1.985886,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,13876,13876,0,11124,11124,0.555040,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
34,1.465540,35.100000,1.974187,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15268,15268,0,9732,9732,0.610720,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
35,1.547668,35.930000,1.983144,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14476,14476,0,10524,10524,0.579040,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
36,1.440095,37.400000,1.967026,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15392,15392,0,9608,9608,0.615680,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
37,1.414233,38.210000,1.941647,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15728,15728,0,9272,9272,0.629120,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
38,1.427874,37.890000,1.951633,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15356,15356,0,9644,9644,0.614240,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
39,1.564010,36.980000,1.971431,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14032,14032,0,10968,10968,0.561280,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
40,1.414637,37.980000,1.950948,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15744,15744,0,9256,9256,0.629760,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
41,1.474007,34.650000,1.971283,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14796,14796,0,10204,10204,0.591840,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
42,1.578261,34.910000,1.986413,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,13920,13920,0,11080,11080,0.556800,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
43,1.482838,33.600000,1.984855,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14724,14724,0,10276,10276,0.588960,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
44,1.494500,34.750000,1.978190,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14936,14936,0,10064,10064,0.597440,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
45,1.441446,37.010000,1.961413,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15328,15328,0,9672,9672,0.613120,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
46,1.473154,38.250000,1.952918,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14492,14492,0,10508,10508,0.579680,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
47,1.525101,36.150000,1.972496,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14192,14192,0,10808,10808,0.567680,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
48,1.436126,35.190000,1.955143,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15324,15324,0,9676,9676,0.612960,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
49,1.530971,35.680000,1.983485,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14212,14212,0,10788,10788,0.568480,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
50,1.396722,35.540000,1.967496,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15492,15492,0,9508,9508,0.619680,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
51,1.422023,34.780000,1.957471,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15336,15336,0,9664,9664,0.613440,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
52,1.498161,35.860000,1.958678,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14392,14392,0,10608,10608,0.575680,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
53,1.425684,34.660000,1.967201,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14952,14952,0,10048,10048,0.598080,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
54,1.401141,35.000000,1.963654,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15496,15496,0,9504,9504,0.619840,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
55,1.419862,37.400000,1.945992,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15264,15264,0,9736,9736,0.610560,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
56,1.540466,37.660000,1.945906,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,13876,13876,0,11124,11124,0.555040,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
57,1.453619,35.050000,1.969103,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14744,14744,0,10256,10256,0.589760,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
58,1.444866,35.870000,1.963384,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15160,15160,0,9840,9840,0.606400,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
59,1.434773,33.840000,1.972662,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15052,15052,0,9948,9948,0.602080,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
60,1.491072,33.360000,1.986348,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14616,14616,0,10384,10384,0.584640,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
61,1.343126,35.250000,1.945561,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15940,15940,0,9060,9060,0.637600,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
62,1.403426,35.620000,1.948252,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15280,15280,0,9720,9720,0.611200,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
63,1.390975,35.330000,1.956749,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15544,15544,0,9456,9456,0.621760,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
64,1.378651,37.400000,1.936366,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15700,15700,0,9300,9300,0.628000,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
65,1.442279,37.060000,1.937048,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14820,14820,0,10180,10180,0.592800,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
66,1.461114,37.460000,1.934899,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14660,14660,0,10340,10340,0.586400,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
67,1.479261,34.060000,1.959235,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14476,14476,0,10524,10524,0.579040,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
68,1.385176,37.650000,1.930957,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15316,15316,0,9684,9684,0.612640,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
69,1.518508,34.560000,1.973967,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14028,14028,0,10972,10972,0.561120,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
70,1.455200,35.250000,1.956753,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14556,14556,0,10444,10444,0.582240,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
71,1.433140,36.840000,1.944352,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14796,14796,0,10204,10204,0.591840,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
72,1.369428,37.700000,1.920682,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15448,15448,0,9552,9552,0.617920,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
73,1.314363,35.540000,1.931771,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,16132,16132,0,8868,8868,0.645280,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
74,1.395548,34.950000,1.941419,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15008,15008,0,9992,9992,0.600320,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
75,1.353257,37.200000,1.921982,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15592,15592,0,9408,9408,0.623680,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
76,1.448503,35.320000,1.945875,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14772,14772,0,10228,10228,0.590880,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
77,1.330194,35.030000,1.932628,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15928,15928,0,9072,9072,0.637120,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
78,1.395222,36.670000,1.918155,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15068,15068,0,9932,9932,0.602720,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
79,1.385431,34.680000,1.939458,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15644,15644,0,9356,9356,0.625760,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
80,1.447223,34.910000,1.946947,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14560,14560,0,10440,10440,0.582400,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
81,1.362623,34.210000,1.951689,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15372,15372,0,9628,9628,0.614880,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
82,1.400728,35.590000,1.942321,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15220,15220,0,9780,9780,0.608800,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
83,1.414841,35.510000,1.936136,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14560,14560,0,10440,10440,0.582400,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
84,1.441814,34.910000,1.940630,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14672,14672,0,10328,10328,0.586880,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
85,1.364482,33.720000,1.950331,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15280,15280,0,9720,9720,0.611200,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
86,1.461713,32.450000,1.964957,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14536,14536,0,10464,10464,0.581440,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
87,1.306563,35.720000,1.922913,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15912,15912,0,9088,9088,0.636480,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
88,1.437141,33.950000,1.959090,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14680,14680,0,10320,10320,0.587200,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
89,1.374755,35.110000,1.941803,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15192,15192,0,9808,9808,0.607680,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
90,1.333221,34.820000,1.940960,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15668,15668,0,9332,9332,0.626720,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
91,1.361787,34.630000,1.936581,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15144,15144,0,9856,9856,0.605760,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
92,1.477427,33.080000,1.968902,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,13992,13992,0,11008,11008,0.559680,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
93,1.286235,34.830000,1.942099,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15912,15912,0,9088,9088,0.636480,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
94,1.457839,34.590000,1.947458,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14112,14112,0,10888,10888,0.564480,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
95,1.269584,34.550000,1.930016,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,16224,16224,0,8776,8776,0.648960,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
96,1.401758,35.480000,1.927655,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14520,14520,0,10480,10480,0.580800,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
97,1.465850,33.030000,1.958514,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,13948,13948,0,11052,11052,0.557920,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
98,1.363852,33.370000,1.947289,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,15268,15268,0,9732,9732,0.610720,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
99,1.403161,34.510000,1.949616,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,14816,14816,0,10184,10184,0.592640,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
100,0.444143,40.430000,1.795952,0.000000,0.000000,0.648160,0.000000,0.648160,0.883320,1,16204,16204,0,0,0,16204,25000,14789,15516,727,1415,2142,0.912676,0.953145,0,0,0.000000,0,0,0.000000,0,0,0.000000
101,0.435781,43.630000,1.687348,0.000000,0.000000,0.642760,0.000000,0.642760,0.876240,1,16069,16069,0,0,0,16069,25000,14728,15264,536,1341,1877,0.916547,0.964885,0,0,0.000000,0,0,0.000000,0,0,0.000000
102,0.391374,44.660000,1.624427,0.000000,0.000000,0.598160,0.000000,0.598160,0.875640,1,14954,14954,0,0,0,14954,25000,13791,14440,649,1163,1812,0.922228,0.955055,0,0,0.000000,0,0,0.000000,0,0,0.000000
103,0.385170,47.720000,1.585816,0.000000,0.000000,0.640920,0.000000,0.640920,0.853200,1,16023,16023,0,0,0,16023,25000,15004,15528,524,1019,1543,0.936404,0.966255,0,0,0.000000,0,0,0.000000,0,0,0.000000
104,0.329643,48.680000,1.540766,0.000000,0.000000,0.657720,0.000000,0.657720,0.891520,1,16443,16443,0,0,0,16443,25000,15706,16260,554,737,1291,0.955178,0.965929,0,0,0.000000,0,0,0.000000,0,0,0.000000
105,0.388573,46.590000,1.548073,0.000000,0.000000,0.620000,0.000000,0.620000,0.879960,1,15500,15500,0,0,0,15500,25000,14253,14704,451,1247,1698,0.919548,0.969328,0,0,0.000000,0,0,0.000000,0,0,0.000000
106,0.291100,48.840000,1.507706,0.000000,0.000000,0.620200,0.000080,0.620200,0.904160,1,15503,15505,2,2,2,15505,25000,15068,15796,728,437,1165,0.971816,0.953912,2,0,1.000000,2,0,1.000000,2,0,1.000000
107,0.401638,49.750000,1.485280,0.000000,0.000000,0.603480,0.000040,0.603480,0.867840,1,15086,15087,1,1,3,15087,25000,13705,14368,663,1382,2045,0.908398,0.953856,1,0,1.000000,1,0,1.000000,3,0,1.000000
108,0.416671,48.590000,1.508053,0.000000,0.000000,0.567320,0.000080,0.567320,0.869880,1,14181,14183,2,1,2,14183,25000,12653,13344,691,1530,2221,0.892124,0.948216,2,0,1.000000,1,0,1.000000,2,0,1.000000
109,0.333123,50.640000,1.492735,0.000000,0.000000,0.579400,0.000080,0.579400,0.902400,1,14483,14485,2,1,4,14485,25000,13493,14096,603,992,1595,0.931515,0.957222,2,0,1.000000,1,0,1.000000,4,0,1.000000
110,0.322146,50.520000,1.464535,0.000000,0.000000,0.610520,0.000000,0.610520,0.897520,1,15263,15263,0,0,2,15263,25000,14394,15212,818,869,1687,0.943065,0.946227,0,0,0.000000,0,0,0.000000,2,0,1.000000
111,0.309414,51.090000,1.455807,0.000000,0.000000,0.606000,0.000000,0.606000,0.888600,1,15150,15150,0,0,2,15150,25000,14311,15184,873,839,1712,0.944620,0.942505,0,0,0.000000,0,0,0.000000,2,0,1.000000
112,0.338082,50.530000,1.440622,0.000000,0.000000,0.634480,0.000000,0.634480,0.879520,1,15862,15862,0,0,4,15862,25000,14742,15516,774,1120,1894,0.929391,0.950116,0,0,0.000000,0,0,0.000000,4,0,1.000000
113,0.322171,50.790000,1.435114,0.000000,0.000000,0.600840,0.000040,0.600840,0.886960,1,15020,15021,1,1,3,15021,25000,14016,14916,900,1005,1905,0.933094,0.939662,1,0,1.000000,1,0,1.000000,3,0,1.000000
